237,59000,-3327,-43,2499,13933,14525,-29163,-3327,-43,2499,0,0
238,59250,-3155,-288,2604,11906,16366,-29032,-3155,-288,2604,0,0
239,59500,-2962,-532,2691,9804,18105,-28718,-2962,-532,2691,0,0
240,59750,-2755,-775,2760,7639,19732,-28225,-2755,-775,2760,0,0
241,60000,-2532,-1015,2810,5427,21238,-27558,-2532,-1015,2810,0,0
242,60250,-2295,-1250,2842,3181,22611,-26720,-2295,-1250,2842,0,0
243,60500,-2043,-1476,2857,915,23847,-25716,-2043,-1476,2857,0,0
244,60750,-1776,-1692,2855,-1356,24934,-24555,-1776,-1692,2855,0,0
245,61000,-1497,-1896,2838,-3617,25866,-23243,-1497,-1896,2838,0,0
246,61250,-1207,-2086,2805,-5855,26642,-21790,-1207,-2086,2805,0,0
247,61500,-908,-2263,2754,-8058,27250,-20200,-908,-2263,2754,0,0
248,61750,-603,-2426,2687,-10213,27692,-18483,-603,-2426,2687,0,0
249,62000,-296,-2575,2602,-12303,27959,-16652,-296,-2575,2602,0,0
250,62250,7,-2711,2497,-14313,28054,-14722,7,-2711,2497,0,0
251,62500,311,-2832,2377,-16243,27979,-12696,311,-2832,2377,0,0
252,62750,610,-2937,2240,-18069,27728,-10593,610,-2937,2240,0,0
253,63000,908,-3022,2092,-19783,27308,-8427,908,-3022,2092,0,0
254,63250,1206,-3084,1935,-21375,26723,-6210,1206,-3084,1935,0,0
255,63500,1499,-3124,1768,-22835,25972,-3956,1499,-3124,1768,0,0
256,63750,1782,-3146,1589,-24156,25062,-1677,1782,-3146,1589,0,0
257,64000,2052,-3151,1400,-25327,23996,613,2052,-3151,1400,0,0
258,64250,2306,-3138,1199,-26342,22782,2898,2306,-3138,1199,0,0
259,64500,2543,-3108,989,-27194,21428,5167,2543,-3108,989,0,0
260,64750,2764,-3059,772,-27877,19940,7404,2764,-3059,772,0,0
261,65000,2969,-2991,551,-28389,18329,9595,2969,-2991,551,0,0
262,65250,3158,-2902,329,-28726,16606,11726,3158,-2902,329,0,0
263,65500,3330,-2794,106,-28887,14782,13785,3330,-2794,106,0,0
264,65750,3484,-2667,-116,-28872,12867,15761,3484,-2667,-116,0,0
265,66000,3616,-2523,-336,-28678,10873,17638,3616,-2523,-336,0,0
266,66250,3725,-2365,-556,-28308,8813,19407,3725,-2365,-556,0,0
267,66500,3808,-2194,-774,-27761,6697,21055,3808,-2194,-774,0,0
268,66750,3865,-2011,-989,-27043,4539,22574,3865,-2011,-989,0,0
269,67000,3897,-1817,-1199,-26156,2352,23953,3897,-1817,-1199,0,0
270,67250,3905,-1612,-1402,-25109,150,25185,3905,-1612,-1402,0,0
271,67500,3892,-1394,-1593,-23907,-2051,26261,3892,-1394,-1593,0,0
272,67750,3858,-1166,-1773,-22558,-4241,27176,3858,-1166,-1773,0,0
273,68000,3802,-928,-1941,-21069,-6406,27925,3802,-928,-1941,0,0
274,68250,3722,-686,-2097,-19453,-8529,28500,3722,-686,-2097,0,0
275,68500,3619,-440,-2240,-17717,-10598,28900,3619,-440,-2240,0,0
276,68750,3490,-193,-2372,-15872,-12602,29121,3490,-193,-2372,0,0
277,69000,3339,53,-2490,-13928,-14531,29164,3339,53,-2490,0,0
278,69250,3161,294,-2600,-11901,-16382,29043,3161,294,-2600,0,0
279,69500,2968,538,-2688,-9798,-18119,28727,2968,538,-2688,0,0
280,69750,2760,781,-2756,-7634,-19746,28233,2760,781,-2756,0,0
281,70000,2538,1021,-2806,-5422,-21249,27565,2538,1021,-2806,0,0
282,70250,2301,1256,-2838,-3177,-22622,26727,2301,1256,-2838,0,0
283,70500,2049,1482,-2853,-913,-23856,25725,2049,1482,-2853,0,0
284,70750,1782,1698,-2852,1357,-24944,24565,1782,1698,-2852,0,0
285,71000,1501,1901,-2835,3619,-25878,23253,1501,1901,-2835,0,0
286,71250,1210,2091,-2803,5860,-26655,21799,1210,2091,-2803,0,0
287,71500,911,2267,-2752,8064,-27265,20208,911,2267,-2752,0,0
288,71750,608,2432,-2684,10220,-27708,18493,608,2432,-2684,0,0
289,72000,303,2583,-2598,12311,-27978,16664,303,2583,-2598,0,0
290,72250,-1,2720,-2493,14330,-28079,14731,-1,2720,-2493,0,0
291,72500,-304,2842,-2373,16260,-28007,12708,-304,2842,-2373,0,0
292,72750,-606,2945,-2238,18089,-27761,10606,-606,2945,-2238,0,0
293,73000,-906,3030,-2091,19809,-27346,8440,-906,3030,-2091,0,0
294,73250,-1203,3093,-1933,21406,-26762,6221,-1203,3093,-1933,0,0
295,73500,-1493,3136,-1764,22870,-26012,3963,-1493,3136,-1764,0,0
296,73750,-1776,3157,-1586,24187,-25103,1689,-1776,3157,-1586,0,0
297,74000,-2047,3161,-1398,25355,-24039,-597,-2047,3161,-1398,0,0
298,74250,-2302,3147,-1198,26367,-22825,-2880,-2302,3147,-1198,0,0
299,74500,-2540,3116,-989,27218,-21472,-5145,-2540,3116,-989,0,0
300,74750,-2762,3066,-774,27902,-19993,-7374,-2762,3066,-774,0,0
301,75000,-2967,2998,-553,28413,-18380,-9566,-2967,2998,-553,0,0
302,75250,-3155,2910,-330,28749,-16654,-11700,-3155,2910,-330,0,0
303,75500,-3326,2801,-107,28908,-14825,-13761,-3326,2801,-107,0,0
304,75750,-3480,2673,115,28882,-12902,-15735,-3480,2673,115,0,0
305,76000,-3613,2528,336,28687,-10904,-17615,-3613,2528,336,0,0
306,76250,-3723,2369,555,28315,-8840,-19386,-3723,2369,555,0,0
307,76500,-3807,2197,773,27768,-6721,-21037,-3807,2197,773,0,0
308,76750,-3864,2015,989,27053,-4562,-22560,-3864,2015,989,0,0
309,77000,-3896,1821,1199,26165,-2373,-23939,-3896,1821,1199,0,0
310,77250,-3904,1616,1402,25118,-170,-25173,-3904,1616,1402,0,0
311,77500,-3890,1398,1595,23917,2033,-26252,-3890,1398,1595,0,0
312,77750,-3856,1170,1775,22569,4224,-27170,-3856,1170,1775,0,0
313,78000,-3801,932,1942,21082,6389,-27920,-3801,932,1942,0,0
314,78250,-3724,688,2097,19466,8514,-28498,-3724,688,2097,0,0
315,78500,-3621,441,2240,17729,10586,-28899,-3621,441,2240,0,0
316,78750,-3493,194,2371,15881,12591,-29119,-3493,194,2371,0,0
317,79000,-3340,-52,2490,13939,14519,-29163,-3340,-52,2490,0,0
318,79250,-3165,-295,2596,11908,16360,-29028,-3165,-295,2596,0,0
319,79500,-2970,-538,2685,9800,18103,-28712,-2970,-538,2685,0,0
320,79750,-2759,-780,2755,7633,19731,-28218,-2759,-780,2755,0,0
321,80000,-2536,-1019,2806,5421,21237,-27550,-2536,-1019,2806,0,0
322,80250,-2300,-1255,2838,3176,22613,-26715,-2300,-1255,2838,0,0
323,80500,-2051,-1483,2851,912,23848,-25715,-2051,-1483,2851,0,0
324,80750,-1786,-1700,2848,-1356,24934,-24555,-1786,-1700,2848,0,0
325,81000,-1507,-1904,2831,-3617,25867,-23243,-1507,-1904,2831,0,0
326,81250,-1215,-2093,2798,-5856,26640,-21787,-1215,-2093,2798,0,0
327,81500,-915,-2269,2749,-8058,27251,-20199,-915,-2269,2749,0,0
328,81750,-610,-2431,2682,-10212,27693,-18485,-610,-2431,2682,0,0
329,82000,-304,-2581,2597,-12302,27963,-16656,-304,-2581,2597,0,0
330,82250,1,-2717,2493,-14317,28061,-14725,1,-2717,2493,0,0
331,82500,300,-2844,2369,-16256,27994,-12698,300,-2844,2369,0,0
332,82750,597,-2955,2231,-18108,27769,-10595,597,-2955,2231,0,0
333,83000,892,-3052,2080,-19872,27394,-8426,892,-3052,2080,0,0
334,83250,1182,-3135,1916,-21550,26881,-6199,1182,-3135,1916,0,0
335,83500,1467,-3195,1739,-23075,26175,-3926,1467,-3195,1739,0,0
336,83750,1762,-3202,1570,-24368,25242,-1651,1762,-3202,1570,0,0
337,84000,2044,-3192,1390,-25515,24155,636,2044,-3192,1390,0,0
338,84250,2304,-3171,1194,-26509,22924,2920,2304,-3171,1194,0,0
339,84500,2537,-3141,981,-27346,21557,5186,2537,-3141,981,0,0
340,84750,2747,-3100,756,-28017,20061,7419,2747,-3100,756,0,0
341,85000,2937,-3042,525,-28521,18444,9609,2937,-3042,525,0,0
342,85250,3116,-2960,296,-28850,16714,11739,3116,-2960,296,0,0
343,85500,3287,-2850,73,-29002,14882,13797,3287,-2850,73,0,0
344,85750,3451,-2716,-142,-28991,12967,15778,3451,-2716,-142,0,0
345,86000,3594,-2560,-355,-28782,10962,17651,3594,-2560,-355,0,0
346,86250,3714,-2390,-566,-28397,8890,19417,3714,-2390,-566,0,0
347,86500,3802,-2214,-780,-27838,6764,21064,3802,-2214,-780,0,0
348,86750,3854,-2033,-998,-27109,4597,22580,3854,-2033,-998,0,0
349,87000,3876,-1846,-1216,-26218,2405,23960,3876,-1846,-1216,0,0
350,87250,3871,-1650,-1428,-25167,200,25192,3871,-1650,-1428,0,0
351,87500,3850,-1439,-1626,-23962,-2005,26269,3850,-1439,-1626,0,0
352,87750,3816,-1210,-1806,-22613,-4195,27184,3816,-1210,-1806,0,0
353,88000,3769,-966,-1967,-21125,-6359,27932,3769,-966,-1967,0,0
354,88250,3702,-712,-2113,-19506,-8485,28508,3702,-712,-2113,0,0
355,88500,3612,-455,-2248,-17766,-10565,28914,3612,-455,-2248,0,0
356,88750,3486,-205,-2377,-15915,-12575,29136,3486,-205,-2377,0,0
357,89000,3329,39,-2500,-13964,-14508,29177,3329,39,-2500,0,0
