35,8500,-358,333,26,10763,18103,-29718,2,0,0,8975,20370,-29095
36,8750,-177,310,50,8530,19868,-29340,-7,0,0,6703,22033,-28489
37,9000,3,291,76,6242,21518,-28792,-16,0,0,4390,23561,-27709
38,9250,182,273,105,3919,23054,-28061,-25,0,0,2049,24945,-26757
39,9500,360,253,135,1574,24463,-27147,-33,0,0,-303,26177,-25640
40,9750,537,229,163,-779,25730,-26056,-41,0,0,-2653,27248,-24365
41,10000,537,229,163,-779,25730,-26056,-41,0,0,-2653,27248,-24365
42,10000,712,202,190,-3127,26840,-24800,-50,0,0,-4987,28151,-22938
43,10000,712,202,190,-3127,26840,-24800,-50,0,0,-4987,28151,-22938
44,10000,712,202,190,-3127,26840,-24800,-50,0,0,-4987,28151,-22938
45,10250,928,13,230,-5485,28099,-23364,-60,16,0,-7265,28708,-21377
46,10500,1141,-172,252,-7774,29071,-21742,-69,17,0,-9534,29454,-19674
47,10750,1343,-333,263,-9996,29626,-20010,-78,21,0,-11738,29794,-17849
48,11000,1528,-463,273,-12174,29898,-18217,-87,26,0,-13863,29953,-15916
49,11250,1697,-566,286,-14296,30000,-16351,-94,30,0,-15906,29952,-13889
50,11500,1849,-644,302,-16332,29954,-14383,-101,32,0,-17853,29777,-11777
51,11750,1984,-698,319,-18259,29744,-12308,-106,34,0,-19691,29420,-9591
52,12000,2101,-728,334,-20065,29354,-10140,-111,33,0,-21406,28881,-7345
53,12250,2199,-733,347,-21746,28778,-7902,-115,32,0,-22989,28163,-5053
54,12500,2278,-713,355,-23295,28022,-5617,-117,29,0,-24430,27271,-2729
55,12750,2339,-668,360,-24702,27092,-3300,-119,26,0,-25721,26211,-389
56,13000,2379,-600,364,-25958,25994,-968,-120,21,0,-26853,24989,1954
57,13250,2399,-508,365,-27054,24737,1369,-120,15,0,-27820,23613,4284
58,13500,2399,-395,364,-27982,23327,3697,-119,7,0,-28615,22091,6587
59,13750,2379,-261,362,-28738,21774,6004,-117,-1,0,-29233,20433,8851
60,14000,2339,-108,357,-29316,20086,8274,-114,-10,0,-29672,18650,11059
61,14250,2280,65,350,-29713,18275,10494,-110,-20,0,-29927,16751,13200
62,14500,2201,255,340,-29927,16351,12649,-105,-30,0,-29998,14748,15259
63,14750,2104,460,329,-29957,14327,14726,-99,-42,0,-29884,12655,17225
64,15000,1988,680,315,-29802,12213,16712,-92,-54,0,-29586,10484,19084
65,15250,1855,912,300,-29463,10025,18594,-85,-66,0,-29106,8248,20825
66,15500,1706,1156,283,-28942,7775,20362,-76,-79,0,-28446,5961,22438
67,15750,1542,1408,263,-28243,5477,22005,-67,-92,0,-27610,3637,23913
68,16000,1363,1668,243,-27370,3145,23512,-58,-106,0,-26605,1291,25240
69,16250,1171,1933,221,-26328,794,24874,-48,-120,0,-25435,-1064,26412
70,16500,967,2202,197,-25124,-1562,26082,-37,-133,0,-24109,-3411,27421
71,16750,752,2472,172,-23764,-3908,27130,-26,-147,0,-22633,-5738,28261
