        96,     23750, -7640, 12145, -4498, 11380, -9496, -1883,0
        97,     24000, -8454, 12072, -3611, 11782, -8938, -2844,0
        98,     24250, -9228, 11919, -2686, 12116, -8314, -3801,0
        99,     24500, -9955, 11687, -1727, 12379, -7628, -4750,0
       100,     24750,-10630, 11376,  -741, 12566, -6881, -5684,0
       101,     25000,-11247, 10987,   266, 12677, -6079, -6596,0
       102,     25250,-11803, 10520,  1287, 12708, -5226, -7481,0
       103,     25500,-12292,  9979,  2318, 12660, -4326, -8332,0
       104,     25750,-12711,  9365,  3350, 12529, -3385, -9142,0
       105,     26000,-13055,  8682,  4377, 12318, -2409, -9906,0
       106,     26250,-13322,  7932,  5393, 12024, -1402,-10619,0
       107,     26500,-13507,  7120,  6390, 11650,  -373,-11274,0
       108,     26750,-13610,  6250,  7362, 11197,   674,-11868,0
       109,     27000,-13629,  5327,  8303, 10665,  1732,-12394,0
       110,     27250,-13561,  4357,  9205, 10059,  2793,-12849,0
       111,     27500,-13406,  3344, 10062,  9380,  3852,-13228,0
       112,     27750,-13165,  2295, 10869,  8632,  4901,-13529,0
       113,     28000,-12837,  1217, 11619,  7819,  5932,-13748,0
       114,     28250,-12424,   115, 12307,  6945,  6940,-13883,0
       115,     28500,-11927, -1003, 12927,  6016,  7918,-13931,0
       116,     28750,-11348, -2131, 13475,  5036,  8858,-13891,0
       117,     29000,-10690, -3261, 13946,  4012,  9754,-13763,0
       118,     29250, -9956, -4385, 14337,  2948, 10600,-13545,0
       119,     29500, -9150, -5498, 14643,  1852, 11390,-13239,0
       120,     29750, -8277, -6591, 14861,   731, 12117,-12846,0
       121,     30000, -7340, -7657, 14990,  -410, 12777,-12365,0
       122,     30250, -6345, -8689, 15027, -1561, 13364,-11801,0
       123,     30500, -5299, -9680, 14971, -2718, 13874,-11154,0
       124,     30750, -4207,-10623, 14821, -3871, 14302,-10429,0
       125,     31000, -3075,-11512, 14577, -5014, 14644, -9630,0
       126,     31250, -1910,-12339, 14240, -6139, 14899, -8759,0
       127,     31500,  -720,-13100, 13811, -7238, 15062, -7823,0
       128,     31750,   488,-13789, 13290, -8305, 15132, -6827,0
